ID,target
test_5967_Nucleus,0.8
test_5968_Nucleus,0.78
test_5969_Nucleus,0.71
test_5970_Nucleus,0.43
test_5971_Nucleus,0.59
test_5972_Nucleus,0.69
test_5973_Nucleus,0.47
test_5974_Nucleus,0.65
test_5975_Nucleus,0.6
test_5976_Nucleus,0.81
test_5977_Nucleus,0.39
test_5978_Nucleus,0.36
test_5979_Nucleus,0.69
test_5980_Nucleus,0.79
test_5981_Nucleus,0.66
test_5982_Nucleus,0.69
test_5983_Nucleus,0.6
test_5984_Nucleus,0.57
test_5985_Nucleus,0.68
test_5986_Nucleus,0.76
test_5987_Nucleus,0.92
test_5988_Nucleus,0.84
test_5989_Nucleus,0.59
test_5990_Nucleus,0.55
test_5991_Nucleus,0.82
test_5992_Nucleus,0.91
test_5993_Nucleus,0.72
test_5994_Nucleus,0.39
test_5995_Nucleus,0.39
test_5996_Nucleus,0.82
test_5997_Nucleus,0.8
test_5998_Nucleus,0.47
test_5999_Nucleus,0.68
test_6000_Nucleus,0.4
test_6001_Nucleus,0.79
test_6002_Nucleus,0.67
test_6003_Nucleus,0.79
test_6004_Nucleus,0.73
test_6005_Nucleus,0.59
test_6006_Nucleus,0.72
test_6007_Nucleus,0.72
test_6008_Nucleus,0.64
test_6009_Nucleus,0.72
test_6010_Nucleus,0.57
test_6011_Nucleus,0.68
test_6012_Nucleus,0.94
test_6013_Nucleus,0.62
test_6014_Nucleus,0.6
test_6015_Nucleus,0.6
test_6016_Nucleus,0.75
test_6017_Nucleus,0.67
test_6018_Nucleus,0.74
test_6019_Nucleus,0.6
test_6020_Nucleus,0.59
test_6021_Nucleus,0.78
test_6022_Nucleus,0.72
test_6023_Nucleus,0.63
test_6024_Nucleus,0.58
test_6025_Nucleus,0.87
test_6026_Nucleus,0.56
test_6027_Nucleus,0.67
test_6028_Nucleus,0.61
test_6029_Nucleus,0.59
test_6030_Nucleus,0.63
test_6031_Nucleus,0.42
test_6032_Nucleus,0.74
test_6033_Nucleus,0.84
test_6034_Nucleus,0.67
test_6035_Nucleus,0.55
test_6036_Nucleus,0.63
test_6037_Nucleus,0.69
test_6038_Nucleus,0.85
test_6039_Nucleus,0.52
test_6040_Nucleus,0.75
test_6041_Nucleus,0.53
test_6042_Nucleus,0.62
test_6043_Nucleus,0.71
test_6044_Nucleus,0.69
test_6045_Nucleus,0.75
test_6046_Nucleus,0.64
test_6047_Nucleus,0.74
test_6048_Nucleus,0.46
test_6049_Nucleus,0.82
test_6050_Nucleus,0.87
test_6051_Nucleus,0.69
test_6052_Nucleus,0.54
test_6053_Nucleus,0.63
test_6054_Nucleus,0.62
test_6055_Nucleus,0.5
test_6056_Nucleus,0.88
test_6057_Nucleus,0.77
test_6058_Nucleus,0.63
test_6059_Nucleus,0.77
test_6060_Nucleus,0.88
test_6061_Nucleus,0.99
test_6062_Nucleus,0.97
test_6063_Nucleus,0.72
test_6064_Nucleus,0.5
test_6065_Nucleus,0.73
test_6066_Nucleus,0.72
test_6067_Nucleus,0.75
test_6068_Nucleus,0.61
test_6069_Nucleus,0.64
test_6070_Nucleus,0.63
test_6071_Nucleus,0.5
test_6072_Nucleus,0.56
test_6073_Nucleus,0.71
test_6074_Nucleus,0.61
test_6075_Nucleus,0.97
test_6076_Nucleus,0.97
test_6077_Nucleus,0.52
test_6078_Nucleus,0.61
test_6079_Nucleus,0.7
test_6080_Nucleus,0.72
test_6081_Nucleus,0.78
test_6082_Nucleus,0.79
test_6083_Nucleus,0.85
test_6084_Nucleus,0.54
test_6085_Nucleus,0.85
test_6086_Nucleus,0.68
test_6087_Nucleus,0.77
test_6088_Nucleus,0.66
test_6089_Nucleus,0.72
test_6090_Nucleus,0.4
test_6091_Nucleus,0.82
test_6092_Nucleus,0.64
test_6093_Nucleus,0.75
test_6094_Nucleus,0.81
test_6095_Nucleus,0.88
test_6096_Nucleus,0.85
test_6097_Nucleus,0.58
test_6098_Nucleus,0.72
test_6099_Nucleus,0.46
test_6100_Nucleus,0.74
test_6101_Nucleus,0.71
test_6102_Nucleus,0.61
test_6103_Nucleus,0.71
test_6104_Nucleus,0.84
test_6105_Nucleus,0.89
test_6106_Nucleus,0.76
test_6107_Nucleus,0.66
test_6108_Nucleus,0.73
test_6109_Nucleus,0.74
test_6110_Nucleus,0.81
test_6111_Nucleus,0.81
test_6112_Nucleus,0.89
test_6113_Nucleus,0.76
test_6114_Nucleus,0.83
test_6115_Nucleus,0.67
test_6116_Nucleus,0.46
test_6117_Nucleus,0.65
test_6118_Nucleus,0.77
test_6119_Nucleus,0.89
test_6120_Nucleus,0.7
test_6121_Nucleus,0.44
test_6122_Nucleus,0.53
test_6123_Nucleus,0.36
test_6124_Nucleus,0.77
test_6125_Nucleus,0.57
test_6126_Nucleus,0.85
test_6127_Nucleus,0.67
test_6128_Nucleus,0.88
test_6129_Nucleus,0.66
test_6130_Nucleus,0.62
test_6131_Nucleus,0.63
test_6132_Nucleus,0.4
test_6133_Nucleus,0.73
test_6134_Nucleus,0.73
test_6135_Nucleus,0.68
test_6136_Nucleus,0.96
test_6137_Nucleus,0.75
test_6138_Nucleus,0.82
test_6139_Nucleus,0.7
test_6140_Nucleus,0.7
test_6141_Nucleus,0.73
test_6142_Nucleus,0.7
test_6143_Nucleus,0.83
test_6144_Nucleus,0.86
test_6145_Nucleus,0.76
test_6146_Nucleus,0.7
test_6147_Nucleus,0.78
test_6148_Nucleus,0.7
test_6149_Nucleus,0.69
test_6150_Nucleus,0.66
test_6151_Nucleus,0.57
test_6152_Nucleus,0.63
test_6153_Nucleus,0.41
test_6154_Nucleus,0.69
test_6155_Nucleus,0.66
test_6156_Nucleus,0.49
test_6157_Nucleus,0.81
test_6158_Nucleus,0.54
test_6159_Nucleus,0.57
test_6160_Nucleus,0.66
test_6161_Nucleus,0.69
test_6162_Nucleus,0.68
test_6163_Nucleus,0.35
test_6164_Nucleus,0.69
test_6165_Nucleus,0.59
test_6166_Nucleus,0.73
test_6167_Nucleus,0.46
test_6168_Nucleus,0.8
test_6169_Nucleus,0.73
test_6170_Nucleus,0.79
test_6171_Nucleus,0.76
test_6172_Nucleus,0.76
test_6173_Nucleus,0.75
test_6174_Nucleus,0.75
test_6175_Nucleus,0.51
test_6176_Nucleus,0.8
test_6177_Nucleus,0.74
test_6178_Nucleus,0.49
test_6179_Nucleus,0.54
test_6180_Nucleus,0.56
test_6181_Nucleus,0.68
test_6182_Nucleus,0.78
test_6183_Nucleus,0.85
test_6184_Nucleus,0.85
test_6185_Nucleus,0.66
test_6186_Nucleus,0.77
test_6187_Nucleus,0.48
test_6188_Nucleus,0.45
test_6189_Nucleus,0.79
test_6190_Nucleus,0.7
test_6191_Nucleus,0.89
test_6192_Nucleus,0.87
test_6193_Nucleus,0.83
test_6194_Nucleus,0.81
test_6195_Nucleus,0.57
test_6196_Nucleus,0.69
test_6197_Nucleus,0.62
test_6198_Nucleus,0.74
test_6199_Nucleus,0.31
test_6200_Nucleus,0.76
test_6201_Nucleus,0.74
test_6202_Nucleus,0.63
test_6203_Nucleus,0.82
test_6204_Nucleus,0.81
test_6205_Nucleus,0.64
test_6206_Nucleus,0.85
test_6207_Nucleus,0.72
test_6208_Nucleus,0.51
test_6209_Nucleus,0.69
test_6210_Nucleus,0.87
test_6211_Nucleus,0.77
test_6212_Nucleus,0.64
test_6213_Nucleus,0.6
test_6214_Nucleus,0.77
test_6215_Nucleus,0.78
test_6216_Nucleus,0.77
test_6217_Nucleus,0.89
test_6218_Nucleus,0.84
test_6219_Nucleus,0.75
test_6220_Nucleus,0.67
test_6221_Nucleus,0.75
test_6222_Nucleus,0.64
test_6223_Nucleus,0.83
test_6224_Nucleus,0.59
test_6225_Nucleus,0.93
test_6226_Nucleus,0.71
test_6227_Nucleus,0.76
test_6228_Nucleus,0.72
test_6229_Nucleus,0.86
test_6230_Nucleus,0.6
test_6231_Nucleus,0.76
test_6232_Nucleus,0.81
test_6233_Nucleus,0.66
test_6234_Nucleus,0.47
test_6235_Nucleus,0.73
test_6236_Nucleus,0.42
test_6237_Nucleus,0.6
test_6238_Nucleus,0.62
test_6239_Nucleus,0.7
test_6240_Nucleus,0.66
test_6241_Nucleus,0.77
test_6242_Nucleus,0.54
test_6243_Nucleus,0.49
test_6244_Nucleus,0.55
test_6245_Nucleus,0.79
test_6246_Nucleus,0.92
test_6247_Nucleus,0.68
test_6248_Nucleus,0.83
test_6249_Nucleus,0.78
test_6250_Nucleus,0.75
test_6251_Nucleus,0.72
test_6252_Nucleus,0.64
test_6253_Nucleus,0.77
test_6254_Nucleus,0.66
test_6255_Nucleus,0.72
test_6256_Nucleus,0.71
test_6257_Nucleus,0.21
test_6258_Nucleus,0.75
test_6259_Nucleus,0.6
test_6260_Nucleus,0.65
test_6261_Nucleus,0.49
test_6262_Nucleus,0.88
test_6263_Nucleus,0.62
test_6264_Nucleus,0.72
test_6265_Nucleus,0.65
test_6266_Nucleus,0.82
test_6267_Nucleus,0.89
test_6268_Nucleus,0.58
test_6269_Nucleus,0.49
test_6270_Nucleus,0.47
test_6271_Nucleus,0.74
test_6272_Nucleus,0.78
test_6273_Nucleus,0.55
test_6274_Nucleus,0.54
test_6275_Nucleus,0.82
test_6276_Nucleus,0.52
test_6277_Nucleus,0.83
test_6278_Nucleus,0.62
test_6279_Nucleus,0.68
test_6280_Nucleus,0.83
test_6281_Nucleus,0.74
test_6282_Nucleus,0.45
test_6283_Nucleus,0.76
test_6284_Nucleus,0.69
test_6285_Nucleus,0.75
test_6286_Nucleus,0.6
test_6287_Nucleus,0.6
test_6288_Nucleus,0.66
test_6289_Nucleus,0.65
test_6290_Nucleus,0.58
test_6291_Nucleus,0.8
test_6292_Nucleus,0.73
test_6293_Nucleus,0.72
test_6294_Nucleus,0.74
test_6295_Nucleus,0.39
test_6296_Nucleus,0.49
test_6297_Nucleus,0.66
test_6298_Nucleus,0.79
test_6299_Nucleus,0.54
test_6300_Nucleus,0.6
test_6301_Nucleus,0.85
test_6302_Nucleus,0.6
test_6303_Nucleus,0.52
test_6304_Nucleus,0.6
test_6305_Nucleus,0.77
test_6306_Nucleus,0.82
test_6307_Nucleus,0.74
test_6308_Nucleus,0.68
test_6309_Nucleus,0.75
test_6310_Nucleus,0.53
test_6311_Nucleus,0.33
test_6312_Nucleus,0.6
test_6313_Nucleus,0.63
test_6314_Nucleus,0.81
test_6315_Nucleus,0.66
test_6316_Nucleus,0.68
test_6317_Nucleus,0.67
test_6318_Nucleus,0.54
test_6319_Nucleus,0.6
test_6320_Nucleus,0.81
test_6321_Nucleus,0.7
test_6322_Nucleus,0.71
test_6323_Nucleus,0.58
test_6324_Nucleus,0.7
test_6325_Nucleus,0.74
test_6326_Nucleus,0.69
test_6327_Nucleus,0.75
test_6328_Nucleus,0.7
test_6329_Nucleus,0.52
test_6330_Nucleus,0.49
test_6331_Nucleus,0.77
test_6332_Nucleus,0.77
test_6333_Nucleus,0.73
test_6334_Nucleus,0.72
test_6335_Nucleus,0.72
test_6336_Nucleus,0.46
test_6337_Nucleus,0.83
test_6338_Nucleus,0.63
test_6339_Nucleus,0.49
test_6340_Nucleus,0.67
test_6341_Nucleus,0.53
test_6342_Nucleus,0.59
test_6343_Nucleus,0.41
test_6344_Nucleus,0.35
test_6345_Nucleus,0.71
test_6346_Nucleus,0.51
test_6347_Nucleus,0.46
test_6348_Nucleus,0.65
test_6349_Nucleus,0.72
test_6350_Nucleus,0.42
test_6351_Nucleus,0.7
test_6352_Nucleus,0.46
test_6353_Nucleus,0.63
test_6354_Nucleus,0.62
test_6355_Nucleus,0.76
test_6356_Nucleus,0.55
test_6357_Nucleus,0.71
test_6358_Nucleus,0.76
test_6359_Nucleus,0.72
test_6360_Nucleus,0.68
test_6361_Nucleus,0.64
test_6362_Nucleus,0.71
test_6363_Nucleus,0.73
test_6364_Nucleus,0.6
test_6365_Nucleus,0.66
test_6366_Nucleus,0.64
test_6367_Nucleus,0.61
test_6368_Nucleus,0.67
test_6369_Nucleus,0.72
test_6370_Nucleus,0.77
test_6371_Nucleus,0.52
test_6372_Nucleus,0.55
test_6373_Nucleus,0.47
test_6374_Nucleus,0.61
test_6375_Nucleus,0.5
test_6376_Nucleus,0.73
test_6377_Nucleus,0.53
test_6378_Nucleus,0.67
test_6379_Nucleus,0.67
test_6380_Nucleus,0.66
test_6381_Nucleus,0.74
test_6382_Nucleus,0.58
test_6383_Nucleus,0.68
test_6384_Nucleus,0.86
test_6385_Nucleus,0.63
test_6386_Nucleus,0.87
test_6387_Nucleus,0.82
test_6388_Nucleus,0.76
test_6389_Nucleus,0.68
test_6390_Nucleus,0.9
test_6391_Nucleus,0.77
test_6392_Nucleus,0.84
test_6393_Nucleus,0.76
test_6394_Nucleus,0.7
test_6395_Nucleus,0.52
test_6396_Nucleus,0.63
test_6397_Nucleus,0.43
test_6398_Nucleus,0.55
test_6399_Nucleus,0.71
test_6400_Nucleus,0.73
test_6401_Nucleus,0.87
test_6402_Nucleus,0.67
test_6403_Nucleus,0.77
test_6404_Nucleus,0.78
test_6405_Nucleus,0.83
test_6406_Nucleus,0.84
test_6407_Nucleus,0.53
test_6408_Nucleus,0.79
test_6409_Nucleus,0.78
test_6410_Nucleus,0.75
test_6411_Nucleus,0.76
test_6412_Nucleus,0.75
test_6413_Nucleus,0.75
test_6414_Nucleus,0.69
test_6415_Nucleus,0.57
test_6416_Nucleus,0.91
test_6417_Nucleus,0.68
test_6418_Nucleus,0.72
test_6419_Nucleus,0.69
test_6420_Nucleus,0.68
test_6421_Nucleus,0.65
test_6422_Nucleus,0.73
test_6423_Nucleus,0.71
test_6424_Nucleus,0.77
test_6425_Nucleus,0.96
test_6426_Nucleus,0.95
test_6427_Nucleus,0.78
test_6428_Nucleus,0.66
test_6429_Nucleus,0.94
test_6430_Nucleus,0.7
test_6431_Nucleus,0.76
test_6432_Nucleus,0.74
test_6433_Nucleus,0.61
test_6434_Nucleus,0.82
test_6435_Nucleus,0.76
test_6436_Nucleus,0.86
test_6437_Nucleus,0.87
test_6438_Nucleus,0.43
test_6439_Nucleus,0.79
test_6440_Nucleus,0.79
test_6441_Nucleus,0.74
test_6442_Nucleus,0.57
test_6443_Nucleus,0.71
test_6444_Nucleus,0.73
test_6445_Nucleus,0.55
test_6446_Nucleus,0.83
test_6447_Nucleus,0.83
test_6448_Nucleus,0.83
test_6449_Nucleus,0.8
test_6450_Nucleus,0.7
test_6451_Nucleus,0.51
test_6452_Nucleus,0.61
test_6453_Nucleus,0.58
test_6454_Nucleus,0.71
test_6455_Nucleus,0.64
test_6456_Nucleus,0.63
test_6457_Nucleus,0.69
test_6458_Nucleus,0.76
test_6459_Nucleus,0.6
test_6460_Nucleus,0.79
test_6461_Nucleus,0.49
test_6462_Nucleus,0.23
test_6463_Nucleus,0.52
test_6464_Nucleus,0.71
test_6465_Nucleus,0.82
test_6466_Nucleus,0.67
test_6467_Nucleus,0.51
test_6468_Nucleus,0.73
test_6469_Nucleus,0.72
test_6470_Nucleus,0.72
test_6471_Nucleus,0.46
test_6472_Nucleus,0.57
test_6473_Nucleus,0.56
test_6474_Nucleus,0.92
test_6475_Nucleus,0.92
test_6476_Nucleus,0.92
test_6477_Nucleus,0.86
test_6478_Nucleus,0.71
test_6479_Nucleus,0.63
test_6480_Nucleus,0.73
test_6481_Nucleus,0.59
test_6482_Nucleus,0.8
test_6483_Nucleus,0.77
test_6484_Nucleus,0.77
test_6485_Nucleus,0.73
test_6486_Nucleus,0.5
test_6487_Nucleus,0.78
test_0_Cytoplasm,0.22
test_1_Cytoplasm,0.64
test_2_Cytoplasm,0.67
test_3_Cytoplasm,0.35
test_4_Cytoplasm,0.61
test_5_Cytoplasm,0.6
test_6_Cytoplasm,0.71
test_7_Cytoplasm,0.68
test_8_Cytoplasm,0.59
test_9_Cytoplasm,0.68
test_10_Cytoplasm,0.66
test_11_Cytoplasm,0.75
test_12_Cytoplasm,0.76
test_13_Cytoplasm,0.75
test_14_Cytoplasm,0.83
test_15_Cytoplasm,0.69
test_16_Cytoplasm,0.66
test_17_Cytoplasm,0.76
test_18_Cytoplasm,0.77
test_19_Cytoplasm,0.64
test_20_Cytoplasm,0.5
test_21_Cytoplasm,0.81
test_22_Cytoplasm,0.65
test_23_Cytoplasm,0.7
test_24_Cytoplasm,0.74
test_25_Cytoplasm,0.74
test_26_Cytoplasm,0.73
test_27_Cytoplasm,0.63
test_28_Cytoplasm,0.55
test_29_Cytoplasm,0.6
test_30_Cytoplasm,0.62
test_31_Cytoplasm,0.65
test_32_Cytoplasm,0.61
test_33_Cytoplasm,0.78
test_34_Cytoplasm,0.72
test_35_Cytoplasm,0.28
test_36_Cytoplasm,0.68
test_37_Cytoplasm,0.68
test_38_Cytoplasm,0.73
test_39_Cytoplasm,0.68
test_40_Cytoplasm,0.74
test_41_Cytoplasm,0.77
test_42_Cytoplasm,0.74
test_43_Cytoplasm,0.38
test_44_Cytoplasm,0.64
test_45_Cytoplasm,0.74
test_46_Cytoplasm,0.9
test_47_Cytoplasm,0.79
test_48_Cytoplasm,0.51
test_49_Cytoplasm,0.6
test_50_Cytoplasm,0.81
test_51_Cytoplasm,0.77
test_52_Cytoplasm,0.73
test_53_Cytoplasm,0.68
test_54_Cytoplasm,0.71
test_55_Cytoplasm,0.66
test_56_Cytoplasm,0.68
test_57_Cytoplasm,0.62
test_58_Cytoplasm,0.61
test_59_Cytoplasm,0.63
test_60_Cytoplasm,0.68
test_61_Cytoplasm,0.78
test_62_Cytoplasm,0.71
test_63_Cytoplasm,0.62
test_64_Cytoplasm,0.59
test_65_Cytoplasm,0.76
test_66_Cytoplasm,0.64
test_67_Cytoplasm,0.84
test_68_Cytoplasm,0.69
test_69_Cytoplasm,0.74
test_70_Cytoplasm,0.71
test_71_Cytoplasm,0.85
test_72_Cytoplasm,0.59
test_73_Cytoplasm,0.86
test_74_Cytoplasm,0.62
test_75_Cytoplasm,0.61
test_76_Cytoplasm,0.69
test_77_Cytoplasm,0.64
test_78_Cytoplasm,0.51
test_79_Cytoplasm,0.71
test_80_Cytoplasm,0.76
test_81_Cytoplasm,0.61
test_82_Cytoplasm,0.46
test_83_Cytoplasm,0.84
test_84_Cytoplasm,0.68
test_85_Cytoplasm,0.73
test_86_Cytoplasm,0.64
test_87_Cytoplasm,0.64
test_88_Cytoplasm,0.4
test_89_Cytoplasm,0.65
test_90_Cytoplasm,0.71
test_91_Cytoplasm,0.74
test_92_Cytoplasm,0.84
test_93_Cytoplasm,0.72
test_94_Cytoplasm,0.88
test_95_Cytoplasm,0.89
test_96_Cytoplasm,0.87
test_97_Cytoplasm,0.7
test_98_Cytoplasm,0.62
test_99_Cytoplasm,0.62
test_100_Cytoplasm,0.61
test_101_Cytoplasm,0.7
test_102_Cytoplasm,0.74
test_103_Cytoplasm,0.65
test_104_Cytoplasm,0.74
test_105_Cytoplasm,0.76
test_106_Cytoplasm,0.63
test_107_Cytoplasm,0.65
test_108_Cytoplasm,0.73
test_109_Cytoplasm,0.7
test_110_Cytoplasm,0.2
test_111_Cytoplasm,0.73
test_112_Cytoplasm,0.43
test_113_Cytoplasm,0.77
test_114_Cytoplasm,0.63
test_115_Cytoplasm,0.65
test_116_Cytoplasm,0.72
test_117_Cytoplasm,0.66
test_118_Cytoplasm,0.67
test_119_Cytoplasm,0.68
test_120_Cytoplasm,0.68
test_121_Cytoplasm,0.69
test_122_Cytoplasm,0.72
test_123_Cytoplasm,0.68
test_124_Cytoplasm,0.63
test_125_Cytoplasm,0.61
test_126_Cytoplasm,0.7
test_127_Cytoplasm,0.71
test_128_Cytoplasm,0.75
test_129_Cytoplasm,0.72
test_130_Cytoplasm,0.68
test_131_Cytoplasm,0.59
test_132_Cytoplasm,0.93
test_133_Cytoplasm,0.86
test_134_Cytoplasm,0.63
test_135_Cytoplasm,0.82
test_136_Cytoplasm,0.76
test_137_Cytoplasm,0.69
test_138_Cytoplasm,0.77
test_139_Cytoplasm,0.66
test_140_Cytoplasm,0.54
test_141_Cytoplasm,0.66
test_142_Cytoplasm,0.71
test_143_Cytoplasm,0.65
test_144_Cytoplasm,0.63
test_145_Cytoplasm,0.7
test_146_Cytoplasm,0.77
test_147_Cytoplasm,0.74
test_148_Cytoplasm,0.65
test_149_Cytoplasm,0.63
test_150_Cytoplasm,0.7
test_151_Cytoplasm,0.61
test_152_Cytoplasm,0.69
test_153_Cytoplasm,0.6
test_154_Cytoplasm,0.83
test_155_Cytoplasm,0.75
test_156_Cytoplasm,0.58
test_157_Cytoplasm,0.68
test_158_Cytoplasm,0.62
test_159_Cytoplasm,0.57
test_160_Cytoplasm,0.75
test_161_Cytoplasm,0.63
test_162_Cytoplasm,0.81
test_163_Cytoplasm,0.68
test_164_Cytoplasm,0.63
test_165_Cytoplasm,0.6
test_166_Cytoplasm,0.67
test_167_Cytoplasm,0.62
test_168_Cytoplasm,0.77
test_169_Cytoplasm,0.68
test_170_Cytoplasm,0.65
test_171_Cytoplasm,0.69
test_172_Cytoplasm,0.83
test_173_Cytoplasm,0.86
test_174_Cytoplasm,0.83
test_175_Cytoplasm,0.82
test_176_Cytoplasm,0.71
test_177_Cytoplasm,0.57
test_178_Cytoplasm,0.66
test_179_Cytoplasm,0.77
test_180_Cytoplasm,0.67
test_181_Cytoplasm,0.74
test_182_Cytoplasm,0.92
test_183_Cytoplasm,0.86
test_184_Cytoplasm,0.82
test_185_Cytoplasm,0.72
test_186_Cytoplasm,0.68
test_187_Cytoplasm,0.75
test_188_Cytoplasm,0.66
test_189_Cytoplasm,0.61
test_190_Cytoplasm,0.64
test_191_Cytoplasm,0.74
test_192_Cytoplasm,0.76
test_193_Cytoplasm,0.76
test_194_Cytoplasm,0.71
test_195_Cytoplasm,0.63
test_196_Cytoplasm,0.57
test_197_Cytoplasm,0.62
test_198_Cytoplasm,0.39
test_199_Cytoplasm,0.89
test_200_Cytoplasm,0.75
test_201_Cytoplasm,0.74
test_202_Cytoplasm,0.63
test_203_Cytoplasm,0.81
test_204_Cytoplasm,0.79
test_205_Cytoplasm,0.66
test_206_Cytoplasm,0.55
test_207_Cytoplasm,0.65
test_208_Cytoplasm,0.59
test_209_Cytoplasm,0.76
test_210_Cytoplasm,0.75
test_211_Cytoplasm,0.65
test_212_Cytoplasm,0.65
test_213_Cytoplasm,0.67
test_214_Cytoplasm,0.86
test_215_Cytoplasm,0.79
test_216_Cytoplasm,0.66
test_217_Cytoplasm,0.76
test_218_Cytoplasm,0.47
test_219_Cytoplasm,0.75
test_220_Cytoplasm,0.41
test_221_Cytoplasm,0.8
test_222_Cytoplasm,0.62
test_223_Cytoplasm,0.74
test_224_Cytoplasm,0.51
test_225_Cytoplasm,0.55
test_226_Cytoplasm,0.58
test_227_Cytoplasm,0.78
test_228_Cytoplasm,0.47
test_229_Cytoplasm,0.79
test_230_Cytoplasm,0.73
test_231_Cytoplasm,0.69
test_232_Cytoplasm,0.7
test_233_Cytoplasm,0.6
test_234_Cytoplasm,0.79
test_235_Cytoplasm,0.53
test_236_Cytoplasm,0.56
test_237_Cytoplasm,0.65
test_238_Cytoplasm,0.82
test_239_Cytoplasm,0.6
test_240_Cytoplasm,0.52
test_241_Cytoplasm,0.76
test_242_Cytoplasm,0.64
test_243_Cytoplasm,0.76
test_244_Cytoplasm,0.73
test_245_Cytoplasm,0.66
test_246_Cytoplasm,0.73
test_247_Cytoplasm,0.68
test_248_Cytoplasm,0.73
test_249_Cytoplasm,0.67
test_250_Cytoplasm,0.66
test_251_Cytoplasm,0.69
test_252_Cytoplasm,0.69
test_253_Cytoplasm,0.71
test_254_Cytoplasm,0.88
test_255_Cytoplasm,0.69
test_256_Cytoplasm,0.65
test_257_Cytoplasm,0.71
test_258_Cytoplasm,0.82
test_259_Cytoplasm,0.87
test_260_Cytoplasm,0.78
test_261_Cytoplasm,0.75
test_262_Cytoplasm,0.71
test_263_Cytoplasm,0.36
test_264_Cytoplasm,0.76
test_265_Cytoplasm,0.64
test_266_Cytoplasm,0.69
test_267_Cytoplasm,0.53
test_268_Cytoplasm,0.68
test_269_Cytoplasm,0.69
test_270_Cytoplasm,0.86
test_271_Cytoplasm,0.57
test_272_Cytoplasm,0.86
test_273_Cytoplasm,0.69
test_274_Cytoplasm,0.55
test_275_Cytoplasm,0.73
test_276_Cytoplasm,0.83
test_277_Cytoplasm,0.67
test_278_Cytoplasm,0.58
test_279_Cytoplasm,0.62
test_280_Cytoplasm,0.53
test_281_Cytoplasm,0.7
test_282_Cytoplasm,0.52
test_283_Cytoplasm,0.71
test_284_Cytoplasm,0.66
test_285_Cytoplasm,0.54
test_286_Cytoplasm,0.59
test_287_Cytoplasm,0.62
test_288_Cytoplasm,0.66
test_289_Cytoplasm,0.72
test_290_Cytoplasm,0.7
test_291_Cytoplasm,0.58
test_292_Cytoplasm,0.7
test_293_Cytoplasm,0.68
test_294_Cytoplasm,0.93
test_295_Cytoplasm,0.65
test_296_Cytoplasm,0.78
test_297_Cytoplasm,0.6
test_298_Cytoplasm,0.82
test_299_Cytoplasm,0.61
test_300_Cytoplasm,0.58
test_301_Cytoplasm,0.81
test_302_Cytoplasm,0.74
test_303_Cytoplasm,0.65
test_304_Cytoplasm,0.67
test_305_Cytoplasm,0.83
test_306_Cytoplasm,0.72
test_307_Cytoplasm,0.48
test_308_Cytoplasm,0.52
test_309_Cytoplasm,0.78
test_310_Cytoplasm,0.64
test_311_Cytoplasm,0.42
test_312_Cytoplasm,0.85
test_313_Cytoplasm,0.7
test_314_Cytoplasm,0.59
test_315_Cytoplasm,0.68
test_316_Cytoplasm,0.64
test_317_Cytoplasm,0.69
test_318_Cytoplasm,0.73
test_319_Cytoplasm,0.66
test_320_Cytoplasm,0.68
test_321_Cytoplasm,0.6
test_322_Cytoplasm,0.53
test_323_Cytoplasm,0.87
test_324_Cytoplasm,0.7
test_325_Cytoplasm,0.54
test_326_Cytoplasm,0.74
test_327_Cytoplasm,0.72
test_328_Cytoplasm,0.54
test_329_Cytoplasm,0.74
test_330_Cytoplasm,0.62
test_331_Cytoplasm,0.67
test_332_Cytoplasm,0.62
test_333_Cytoplasm,0.65
test_334_Cytoplasm,0.66
test_335_Cytoplasm,0.62
test_336_Cytoplasm,0.72
test_337_Cytoplasm,0.62
test_338_Cytoplasm,0.68
test_339_Cytoplasm,0.73
test_340_Cytoplasm,0.58
test_341_Cytoplasm,0.63
test_342_Cytoplasm,0.58
test_343_Cytoplasm,0.66
test_344_Cytoplasm,0.64
test_345_Cytoplasm,0.66
test_346_Cytoplasm,0.68
test_347_Cytoplasm,0.62
test_348_Cytoplasm,0.7
test_349_Cytoplasm,0.61
test_350_Cytoplasm,0.59
test_351_Cytoplasm,0.77
test_352_Cytoplasm,0.69
test_353_Cytoplasm,0.34
test_354_Cytoplasm,0.41
test_355_Cytoplasm,0.67
test_356_Cytoplasm,0.67
test_357_Cytoplasm,0.69
test_358_Cytoplasm,0.52
test_359_Cytoplasm,0.37
test_360_Cytoplasm,0.59
test_361_Cytoplasm,0.74
test_362_Cytoplasm,0.67
test_363_Cytoplasm,0.45
test_364_Cytoplasm,0.79
test_365_Cytoplasm,0.65
test_366_Cytoplasm,0.85
test_367_Cytoplasm,0.43
test_368_Cytoplasm,0.53
test_369_Cytoplasm,0.73
test_370_Cytoplasm,0.71
test_371_Cytoplasm,0.6
test_372_Cytoplasm,0.7
test_373_Cytoplasm,0.58
test_374_Cytoplasm,0.68
test_375_Cytoplasm,0.65
test_376_Cytoplasm,0.44
test_377_Cytoplasm,0.72
test_378_Cytoplasm,0.71
test_379_Cytoplasm,0.65
test_380_Cytoplasm,0.72
test_381_Cytoplasm,0.53
test_382_Cytoplasm,0.48
test_383_Cytoplasm,0.73
test_384_Cytoplasm,0.7
test_385_Cytoplasm,0.55
